Site,Dist,Site name,Start,End,Lat,Lon,STA
52045,52,BUGILBONE,1892,1913,-30.2667,148.8333,NSW
52046,52,BULLARAH,1911,1925,-29.45,149.2167,NSW
52047,52,BULYEROI,1900,1915,-29.7333,149.2167,NSW
52048,52,CLEVELAND,1896,1920,-29.1333,148.9,NSW
52049,52,DERRA,1886,1920,-29.55,149.2667,NSW
52050,52,KUNOPIA,1894,1912,-28.6667,149.5667,NSW
52051,52,MUNGYER,1910,1922,-29.65,149.1667,NSW
52052,52,STANLEY,1899,1921,-29.65,149.1667,NSW
52053,52,YARAWA,1882,1909,-29.0333,149.0333,NSW
52054,52,COLMA,1890,1915,-30.4167,148.1333,NSW
52055,52,COOYAL (BELLATA),1898,1920,-29.7,149.3,NSW
52056,52,WEEMELAH (GLENDARA),1966,1983,-29.2667,149.2833,NSW
52057,52,WEEMELAH (CRINOLYN),2017,..,-29.2403,149.1265,NSW
52058,52,WEEMELAH (SWANLEY),1966,1982,-29.2667,149.0667,NSW
52059,52,COLLARENEBRI (GARRAWILDI),1966,1971,-29.3333,148.9,NSW
52060,52,BURREN JUNCTION (PLAIN VIEW),1966,1970,-30.1667,148.95,NSW
52061,52,ROWENA (WILLALEE),1966,1979,-29.4667,149.0333,NSW
52062,52,COLLARENEBRI (COLLYMONGLE),1966,1975,-29.4333,148.7333,NSW
52063,52,ROWENA (CLAREVIEW),1966,1977,-29.8167,148.5833,NSW
52064,52,WEEMELAH (BROADWATER),1966,1968,-29.4,149.2167,NSW
52065,52,MOREE (KAMILAROI WEST),1966,1975,-29.6167,149.15,NSW
52066,52,BURREN JUNCTION (WATERFORD),1966,2007,-30.1962,148.7567,NSW
52067,52,ROWENA POST OFFICE,1968,..,-29.8131,148.9111,NSW
52068,52,MUNGINDI TM (BARWON RIVER),1886,..,-28.9683,148.9833,NSW
52069,52,PILLIGA (RIVERVIEW),1951,1989,-30.2747,148.8222,NSW
52070,52,BUNARBA SOUTH,1916,1923,-29.0833,149.2667,NSW
52071,52,COONDARRA,1912,1921,-29.8333,149.25,NSW
52072,52,PILLIGA (WILGAREE),1961,1977,-30.5,148.95,NSW
52073,52,BURREN JUNCTION (MOOREFIELD),1894,1915,-30.1667,148.8333,NSW
52074,52,PILLIGA (LOWANA),1977,..,-30.3471,149.023,NSW
52075,52,WEEMALAH (WEEMELAH (MOLLADREE)),1966,1999,-29.1467,149.2283,NSW
52076,52,COME BY CHANCE (OAKLEIGH),1898,1935,-30.3833,148.5,NSW
52077,52,NORWOOD II,1913,1919,-30.4667,148.45,NSW
52078,52,BARWON RIVER (COLLARENEBRI),1889,1981,-29.55,148.5833,NSW
52080,52,KELVINGTON (BARWON RIVER),1986,..,-28.7458,149.3306,NSW
52081,,MACINTYRE RIVER (BOONANGAR BRIDGE),1986,..,-28.575,149.5597,NSW
52082,52,BURREN JUNCTION (LOCHMOHR),1988,1991,-30.0931,148.8772,NSW
52083,52,OLD BURREN (BURREN HOTEL),1896,1910,-29.9667,148.9667,NSW
52084,52,BOOMI WEIR TM (MACINTYRE RIVER),1976,..,-28.6167,149.6667,NSW
52085,52,KANOWNA  (BOOMI RIVER),1968,..,-28.7,149.4,NSW
52086,52,ROWENA (MAYLEIGH),1990,2014,-29.8033,148.9802,NSW
52087,52,COLLARENEBRI (POKATAROO (BELARRA)),1991,2013,-29.6752,148.6947,NSW
52088,52,WALGETT AIRPORT AWS,1993,..,-30.0372,148.1223,NSW
53000,53,MOREE AUTOSONDE,2000,2001,-29.4917,149.8461,NSW
53001,53,BARADINE POST OFFICE,1881,..,-30.948,149.0663,NSW
53002,53,BARADINE FORESTRY,1944,..,-30.9469,149.0654,NSW
53003,53,BELLATA POST OFFICE,1912,..,-29.9182,149.7919,NSW
53004,53,BOGGABILLA POST OFFICE,1893,..,-28.6024,150.3604,NSW
53005,53,BOOLCARROL,1879,1971,-30.0667,149.4333,NSW
53007,53,BARADINE (CALEDONIA),1911,1961,-30.9833,148.8667,NSW
53008,53,CRAIGDON,1910,1949,-30.1,149.9,NSW
53009,53,DOBIKIN,1890,1948,-29.9,149.7,NSW
53010,53,EDGEROI,1886,1949,-30,150,NSW
53011,53,GARAH POST OFFICE,1906,..,-29.0745,149.6347,NSW
53012,53,GARRAH (WIRRINGULLA),1916,1968,-29,149.7,NSW
53013,53,GARAH 2,1912,1940,-29.1,149.65,NSW
53014,53,GURLEY (GLENROY),1894,1977,-29.8,149.5833,NSW
53015,53,GOLD PLAIN (BOGGABILLA),1938,1960,-28.8667,150.3833,NSW
53016,53,JACKS CREEK 2 FORESTRY,1919,1956,-30.45,149.7,NSW
53017,53,ROCKY CREEK (KENEBRI),1950,1951,-30.7167,149.15,NSW
53018,53,CROPPA CREEK (KRUI PLAINS),1914,..,-28.9917,150.017,NSW
53019,53,MASCOTTE STATION,1907,1957,-30,149.5,NSW
53020,53,ASHLEY (MIDKIN),1906,1978,-29.3,149.7667,NSW
53021,53,MILO STATION,1936,1950,-29.4,149.9,NSW
53022,53,WEE WAA AG. RES. STN.,1923,1990,-30.2083,149.5967,NSW
53023,53,MISSION FORESTRY STATION,1940,1965,-29.8,150.2,NSW
53024,53,MOBINBRY,1904,1940,-28.8,150.4,NSW
53025,53,MOEMA STATE FOREST,1938,1955,-30,149.9,NSW
53026,53,NARRABRI (MOLLEE),1926,..,-30.2552,149.6789,NSW
53027,53,MOREE POST OFFICE,1879,1965,-29.5,149.9,NSW
53028,53,MYALL DOWNS,1900,1951,-28.9267,150.6042,NSW
53029,53,MILGUY (MYEE),1902,1965,-29.4167,150.2333,NSW
53030,53,NARRABRI WEST POST OFFICE,1891,..,-30.3401,149.7552,NSW
53031,53,OAKHURST 2,1908,1952,-28.7,150.35,NSW
53032,53,ORLANDO,1918,1953,-29.8,149.5,NSW
53033,53,PALLAMALLAWA POST OFFICE,1913,..,-29.4747,150.1359,NSW
53034,53,WEE WAA (PENDENNIS),1890,..,-30.1187,149.3232,NSW
53035,53,BELLATA (ABERFELDIE),1902,..,-29.8401,149.3207,NSW
53036,53,ROCKY GLEN (RAYAK),1926,1980,-31.0667,149.5833,NSW
53037,53,BINIGUY (SPRINGFIELD),1914,1953,-29.6,150.1,NSW
53038,53,MOREE (TALMOI),1912,1977,-29.25,149.5333,NSW
53039,53,TERRY HIE HIE,1901,1953,-29.8,150.2,NSW
53040,53,ASHLEY (THE PRAIRIES),1928,2018,-29.048,149.9384,NSW
53041,53,TULLOONA (COOLANGA),1882,..,-28.8695,150.0894,NSW
53042,53,GARAH (ULINGA),1936,..,-28.9012,149.5401,NSW
53043,53,BUGALDIE (ULUNDI),1911,1994,-31.0667,149.025,NSW
53044,53,WEE WAA (GEORGE ST),1884,..,-30.2257,149.4452,NSW
53045,53,WILUNA,1901,1943,-30.3,149.5,NSW
53046,53,YEARINAN,1952,1967,-31.1833,149.1833,NSW
53047,53,NORTH STAR POST OFFICE,1960,2007,-28.9293,150.3915,NSW
53048,53,MOREE COMPARISON,1960,1998,-29.4819,149.8383,NSW
53049,53,WAIROA,1910,1924,-30.4,149.9,NSW
53050,53,BORAH,1897,1911,-28.95,149.6,NSW
53051,53,CURRACABAH,1897,1929,-30.6,149.9,NSW
53052,53,DOREEN,1890,1945,-30,149.3,NSW
53053,53,GOONAL,1880,1926,-29.45,149.3,NSW
53054,53,GORAH (BUGALDI),1907,1928,-31.1,149.1,NSW
53055,53,MILLIE,1885,1936,-29.8,149.5833,NSW
53057,53,PALLAMALLAWA 2,1895,1933,-29.5,150.1,NSW
53058,53,TERALA,1898,1915,-29.15,149.95,NSW
53059,53,ULENDAH,1936,1941,-29,149.7,NSW
53060,53,GARAH (WELBON),1889,1929,-29.1333,149.7333,NSW
53061,53,ARRORAMIE LOWER,1889,1914,-30.75,149.6,NSW
53062,53,BUNDY,1897,1919,-29.8333,150.2167,NSW
53063,53,CRICKENBAH,1898,1919,-31.0333,149.5,NSW
53064,53,GIL GIL,1892,1920,-29.1833,150,NSW
53065,53,KILGOWLA,1892,1918,-29.7833,149.7667,NSW
53066,53,MIROOBIL,1902,1926,-28.9167,149.7,NSW
53067,53,WEE WAA (WOODLANDS),1887,1919,-30.1667,149.3833,NSW
53068,53,AVONDALE (COORANBONG),1903,1934,-29.8,149.9,NSW
53070,53,MOREE (MALLOWA (NARBA)),1967,..,-29.6202,149.377,NSW
53071,53,MOREE (COURALLIE),1967,1985,-29.5833,149.6167,NSW
53072,53,MOREE (GUDGILDOOL),1966,1976,-29.4167,149.4833,NSW
53073,53,KENEBRI (ELLERSLIE),1967,..,-30.7632,149.0008,NSW
53074,53,CUTTABRI (TALLWOOD),1966,1974,-30.4,149.15,NSW
53075,51,BARADINE (WOODVILLE),1966,2014,-30.8838,148.8098,NSW
53076,53,NORTH STAR (BONANZA),1966,..,-28.9477,150.2555,NSW
53077,53,BOOMI (KURRAJONG),1966,2005,-28.7437,149.8225,NSW
53078,53,BOGGABILLA (BOONAL),1899,1972,-28.7167,150.5667,NSW
53079,53,BOGGABILLA (TRINKEY),1966,1973,-28.6167,150.05,NSW
53080,53,WEE WAA (MAYFIELD),1966,1976,-30.3833,149.5,NSW
53081,53,KENEBRI (CUMBIL),1966,..,-30.8043,149.1246,NSW
53082,53,COONABARABRAN (YAMBORAH),1966,2005,-30.7973,149.5526,NSW
53083,53,NARRABRI (COSMIC RAY STATION),1966,1979,-30.4833,149.6667,NSW
53084,53,BOGGABILLA (SABER DOWNS),1966,1974,-28.8167,150.2667,NSW
53085,53,GARAH (DELVIN),1967,..,-28.9665,149.6721,NSW
53086,53,BELLATA (PLAIN ACRES),1968,1978,-30,149.8,NSW
53087,53,WEE WAA (NAMCOTT),1969,1970,-30.2333,149.4333,NSW
53088,53,EULAH,1886,1897,-30.95,148.8833,NSW
53089,53,CARODA (THE GROVE),1965,1967,-29.8667,150.25,NSW
53090,53,TERRY HIE HIE (ROCKDALE),1967,1969,-29.8167,150.1667,NSW
53091,53,MOREE (BULLERANA),1898,1973,-29.3333,149.6,NSW
53092,53,GOORIANAWAH,1878,1930,-31.1,149,NSW
53093,53,DINBY,1886,1955,-30.8,148.85,NSW
53094,53,CUTTABRI (ATHLONE),1971,..,-30.3483,149.1333,NSW
53095,53,NORTH STAR (WOLONGA),1972,..,-29.0277,150.4419,NSW
53096,53,NARRABRI LIGHTNING,1973,1982,-30.3167,149.8,NSW
53097,53,TERIDGERIE (GWANDALLA),1973,1974,-30.8667,148.8333,NSW
53098,53,NARRABRI (BOHENA CREEK),1976,..,-30.4483,149.6683,NSW
53099,53,CUTTABRI (NAMOI RIVER),1977,..,-30.3117,149.2167,NSW
53100,53,NORTH STAR,1948,1950,-28.9333,150.3833,NSW
53101,53,BOGGABILLA (MACINTYRE RIVER),1894,..,-28.6083,150.365,NSW
53103,53,NARRABRI (ROSEWOOD FARM),1979,..,-30.4532,149.6714,NSW
53104,53,GARAH (MOORELANDS),1892,1923,-28.8333,149.7833,NSW
53105,53,GLENCOE WEE WAA (NAMOI RIVER),1910,..,-30.2033,149.4933,NSW
53106,53,BOOMI (KUNOPIA),1885,1900,-28.7167,149.65,NSW
53107,53,BINIGUY (GWYDIR RIVER),1955,..,-29.525,150.2033,NSW
53108,53,TERRY HIE HIE,1981,..,-29.7913,150.1503,NSW
53109,53,TERREWAH (MACINTYRE RIVER),1984,..,-28.6089,149.8742,NSW
53110,53,BELLATA (AVONDALE),1889,1904,-29.8,149.9333,NSW
53111,53,BURRINGBAR (WHALAN CREEK),1986,..,-28.7356,150.2725,NSW
53113,53,WILLIMILL (WHALAN CREEK),1988,2010,-28.7767,149.7833,NSW
53114,53,ROCKY GLEN (BORAH STATION),1993,..,-31.0067,149.5459,NSW
53115,53,MOREE AERO,1995,..,-29.4898,149.8471,NSW
53116,53,MOREE (OODNADATTA),1994,..,-29.2732,150.0994,NSW
54000,54,BUNDARRA (ARALUEN),1926,..,-30.0478,150.9392,NSW
54001,54,ARRAWATTA (INVERELL),1907,1951,-29.7,151.1,NSW
54002,54,ASHFORD (SUNHAVEN HOSTEL),1901,2008,-29.3196,151.0916,NSW
54003,54,BARRABA (CLIFTON LANE),1881,..,-30.3833,150.6083,NSW
54004,54,BINGARA POST OFFICE,1878,..,-29.8673,150.5715,NSW
54005,54,UPPER BINGARA (EMOHTA),1908,2016,-30.075,150.6427,NSW
54006,54,BUNDARRA (VALLEY VIEW),1922,1971,-30.2667,150.9167,NSW
54007,54,BONSHAW (CAMPBELL ST),1884,..,-29.0484,151.2766,NSW
54008,54,KOLOONA (CAVANBA),1999,..,-29.6353,150.7028,NSW
54009,54,BRAESIDE,1944,1951,-29.75,150.7,NSW
54010,54,CARODA POST OFFICE,1911,1976,-30.0333,150.3667,NSW
54011,54,COBBADAH POST OFFICE,1898,1981,-30.2333,150.5833,NSW
54012,54,COOLATAI (ORANA),1901,2018,-29.2543,150.7496,NSW
54013,54,DELUNGRA POST OFFICE,1924,..,-29.654,150.8291,NSW
54014,54,BINGARA (DERRA DERRA),1899,2006,-29.9198,150.3744,NSW
54015,54,EULAH CREEK,1936,1954,-30.35,149.9,NSW
54016,54,DELUNGRA (CRAIGMORE),1889,..,-29.4408,150.7858,NSW
54017,54,GRAVESEND POST OFFICE,1885,..,-29.5836,150.3362,NSW
54018,54,HARTLEY,1923,1955,-29.55,151.1,NSW
54019,54,BINGARA (LUCUNDA),1930,1974,-29.9167,150.4167,NSW
54020,54,MAY VALE,1888,1962,-30.4,150.4,NSW
54021,54,BARRABA (MOUNT LINDSAY),1886,..,-30.3209,150.2734,NSW
54022,54,NEEDLEWOOD,1948,1955,-29.3,151.3,NSW
54023,54,BARRABA (NERANGHI),1908,..,-30.2948,150.8103,NSW
54024,54,BARRABA (LOG CABIN),1966,..,-30.4291,150.5298,NSW
54025,54,OTTLEY (GRAMAN),1881,1951,-29.3,150.8,NSW
54026,54,PALLAL,1885,1949,-29.9,150.4,NSW
54027,54,DELUNGRA (PEARSBY HALL),1918,..,-29.5581,150.8871,NSW
54028,54,COPETON (CARINYA),1951,2010,-29.9573,150.9157,NSW
54029,54,WARIALDA POST OFFICE,1878,..,-29.5416,150.5754,NSW
54030,54,BOGGABRI (WILLEROI),1942,1966,-30.4333,150.3167,NSW
54031,54,GRAMAN (WILLOWIE),1908,1972,-29.4,150.9833,NSW
54032,54,COOLATAI (WILLUNGA),1903,..,-29.2017,150.6077,NSW
54033,54,YALLAROI,1879,1956,-29.1,150.5,NSW
54034,54,YARRAL,1948,1955,-29.4833,150.95,NSW
54035,54,YETMAN (WARIALDA STREET),1884,..,-28.8973,150.7722,NSW
54036,54,WALLANGRA (WALLANGRA STATION),1883,2018,-29.2443,150.8923,NSW
54037,54,BONSHAW (RIVERVIEW),1956,1958,-29.1833,151.3833,NSW
54038,54,NARRABRI AIRPORT AWS,2001,..,-30.3154,149.8302,NSW
54039,54,BINGARA (KEERA),1885,..,-29.9943,150.7812,NSW
54040,54,KOLOONA (ALKIRA),1958,1999,-29.6872,150.62,NSW
54041,54,ASHFORD (NORWOOD),1959,1979,-29.25,151.05,NSW
54042,54,GRAMAN (AMAROO),1958,1970,-29.3333,150.8667,NSW
54043,54,ASHFORD (BEAUMONT),1946,..,-29.357,151.1432,NSW
54044,54,ASHFORD (TARRANGOWER),1959,2009,-29.2975,151.1478,NSW
54045,54,ASHFORD (SPRINGVALE),1958,..,-29.3411,151.2894,NSW
54046,54,ASHFORD (BURRABOGIE),1959,..,-29.3992,151.4107,NSW
54047,54,ASHFORD (TREVANNA),1958,1976,-29.9,151.0833,NSW
54048,54,GRAMAN (MANEROO),1958,1992,-29.36,150.9181,NSW
54049,54,GRAMAN (ULUPNA),1925,..,-29.405,150.9012,NSW
54050,54,GRAMAN (IVANHOE),1958,1974,-29.4333,151,NSW
54051,54,ASHFORD (EGREMONT),1959,1977,-29.4167,151.15,NSW
54052,54,BUKKULLA (RALEIGH),1958,1975,-29.4667,151.05,NSW
54053,54,ASHFORD (COOLENDOON),1958,1979,-29.45,151.1667,NSW
54054,54,ASHFORD (ALMOND BANK),1958,1964,-29.45,151.2333,NSW
54055,54,ASHFORD (SABRINA),1958,1987,-29.4017,151.2033,NSW
54056,54,GRAMAN POST OFFICE,1958,1990,-29.47,150.9283,NSW
54057,54,CHERRY TREE HILL (KULKI),1958,..,-29.52,150.963,NSW
54058,54,INVERELL (TONGARRA),1958,1973,-29.5,151.0167,NSW
54059,54,BUKKULLA (THE RANCH),1958,1970,-29.4667,151.0833,NSW
54060,54,BUKKULLA,1912,1971,-29.5,151.1333,NSW
54061,54,BUKKULLA (GLENORCHY),1958,1966,-29.5,151.2,NSW
54062,54,NULLAMANNA (MARYLANDS),1958,1973,-29.5167,151.3333,NSW
54063,54,NULLAMANNA (SEVERN VALE),1955,2006,-29.4989,151.3015,NSW
54064,54,INVERELL (PINDAROI),1958,1970,-29.5167,151.2833,NSW
54065,54,NULLAMANNA (SILVERDALE),1958,..,-29.605,151.267,NSW
54066,54,WELLINGROVE (COOCOOBOONAH),1958,1972,-29.5333,151.4167,NSW
54067,54,ROCKY GLEN,1959,1974,-29.5167,151.45,NSW
54068,54,GLEN INNES (KINGS PLAINS),1959,1971,-29.6333,151.4667,NSW
54069,54,DINTON VALE (BERRILEE),1958,..,-29.5998,151.1562,NSW
54070,54,OAKWOOD (BETHANY),1959,1981,-29.5833,151,NSW
54071,54,ARALUEN (OAKWOOD),1958,1971,-29.6167,151.0833,NSW
54072,54,INVERELL (WOGAMIA),1958,1964,-29.6,151.1333,NSW
54073,54,NULLAMANNA (BELMORE),1958,..,-29.6448,151.2362,NSW
54074,54,OAKWOOD (BENARA),1958,..,-29.6627,151.0408,NSW
54075,54,ROB ROY (YARRABEE),1958,1971,-29.6833,151.9667,NSW
54076,54,KINGS PLAINS (WINDERMERE),2002,..,-29.64,151.4297,NSW
54077,54,INVERELL (GLENDOWNE),1958,2016,-29.6871,151.0707,NSW
54078,54,INVERELL (WANDERA),1958,..,-29.6754,151.1527,NSW
54079,54,NULLAMANNA (EAST VALE),1958,1978,-29.6333,151.2,NSW
54080,54,NULLAMANNA (KAINDI),1958,1982,-29.6833,151.2833,NSW
54081,54,BINGARA (GLENROY),1962,..,-29.7027,150.4096,NSW
54082,54,KINGS PLAINS (CROYE),1958,..,-29.6382,151.4055,NSW
54083,54,GREENWOOD (TANASARI),1958,1970,-29.75,151.0167,NSW
54084,54,CARODA (PALAROO HILL),2007,2012,-30.1094,150.1381,NSW
54085,54,BANNOCKBURN,1889,1925,-29.5833,151.0333,NSW
54086,54,EDDY PARK (GUM FLAT),1896,1910,-29.7167,150.8333,NSW
54087,54,GOOMOORAH,1912,1924,-29.8,151.2,NSW
54088,54,GRAGIN,1877,1940,-29.5667,150.7667,NSW
54089,54,GUNNEE,1878,1924,-29.6,150.8,NSW
54090,54,BINGARA (PALLAL),1900,..,-29.9198,150.3744,NSW
54091,54,MERRIWEE,1903,1922,-30.6667,150.7667,NSW
54092,54,MYALL CREEK,1879,1905,-29.7167,150.5833,NSW
54093,54,ROCKY CREEK,1908,1924,-29.3,151.3,NSW
54094,54,SINGAPORE,1898,1925,-29.7167,150.4667,NSW
54095,54,TARRIARO,1881,1921,-30.3,149.9,NSW
54096,54,WILLOW BEND,1913,1924,-28.7,150.8,NSW
54097,54,YAGOBIE,1901,1915,-29.5167,150.3333,NSW
54098,54,CHERRY TREE HILL,1894,1921,-29.5667,150.8833,NSW
54099,54,COOCOOBOONAH,1912,1921,-29.5333,151.4167,NSW
54100,54,MOORLANDS (ASHFORD),1929,1946,-29.2,151.1,NSW
54101,54,STORMONT,1894,1921,-30.1833,150.7333,NSW
54102,54,BARRABA (ROSEVALE),1964,..,-30.3735,150.6723,NSW
54103,54,OAKWOOD (GLENMORE),1964,1975,-29.6,151.1167,NSW
54104,54,PINDARI DAM,1971,..,-29.3899,151.2448,NSW
54105,54,BUNDARRA (GRANITE HEIGHTS),1965,..,-30.3354,150.9338,NSW
54106,54,BINGARA (CROMARTY),1936,2009,-30.0617,150.7589,NSW
54107,54,BUNDARRA (WONGABURRA),1965,1997,-30.0897,150.9153,NSW
54108,54,BUNDARRA (GLENORA),1965,1969,-30.0167,150.95,NSW
54109,54,WOONULLA,1965,1971,-29.95,150.9667,NSW
54110,54,GULF CREEK (CLAREMONT),1965,1974,-30.1667,150.7167,NSW
54111,54,BINGARA (WINSTON),1965,1972,-29.865,150.5767,NSW
54112,54,INVENTURE,1965,1968,-30.2167,150.8167,NSW
54113,54,BUNDARRA (ROSS),1965,2013,-30.1432,150.9639,NSW
54114,56,BUNDARRA (BEVERLEY),1965,..,-30.0977,151.0089,NSW
54115,54,BULLAMA,1965,1971,-30.2167,150.9833,NSW
54116,54,BARRABA (TREBORANE),1965,..,-30.303,150.6935,NSW
54117,54,COBBADAH (ROCKY GLEN),1965,..,-30.2244,150.723,NSW
54118,54,BUNDARRA (CLIFTON),1959,1975,-30.15,150.9167,NSW
54119,54,BARRABA (CAMPO SANTO),1966,2002,-30.3614,150.467,NSW
54120,54,NARRABRI BOWLING CLUB,1870,2012,-30.3222,149.782,NSW
54121,54,BUKKULLA (RFS),2013,..,-29.5045,151.1293,NSW
54122,54,WARIALDA (CROPPA),1966,..,-29.3447,150.5768,NSW
54123,54,BINGARA (DERRALEA),1967,2006,-29.82,150.3876,NSW
54124,54,CROOBLE STATION,1967,..,-29.2743,150.2658,NSW
54125,54,CARODA (ROSEBERRY PARK),1967,..,-30.1312,150.1462,NSW
54126,54,NARRABRI (MOUNT DOWE),1967,1987,-30.2833,150.1667,NSW
54127,54,NARRABRI (WOODLANDS),1966,2009,-30.207,149.9839,NSW
54128,54,COPETON DAM,1969,..,-29.8866,150.8951,NSW
54129,54,CROPPA CREEK (RAWDON),1969,2012,-29.2071,150.3695,NSW
54130,54,CROPPA CREEK (BELFORD STREET),1969,2012,-29.1259,150.3039,NSW
54131,54,STRATHAIRD (DELUNGRA),1909,1922,-29.5167,150.8333,NSW
54132,54,BARRABA BRIDGE (MANILLA RIVER),1971,..,-30.3733,150.6083,NSW
54133,54,INVERELL (OAKLEIGH),1972,1976,-29.65,151.05,NSW
54134,54,CARODA (ROCKY CREEK),1984,..,-30.0133,150.36,NSW
54135,54,BEEBO (MAURO),1973,2002,-28.7216,150.9285,NSW
54136,54,CARODA,1974,1974,-30.0333,150.3833,NSW
54137,54,TERRY HIE HIE (YUENDOO),1909,1917,-29.7667,150.2667,NSW
54138,54,UPPER HORTON (DUNBEACON),1974,..,-30.156,150.3889,NSW
54140,54,BEARDY RIVER (RIVERVIEW),1976,1978,-29.1833,151.3833,NSW
54141,54,GWYDER RIVER (GRAVESEND RD BDG (GWYDI,R R    1949,..,-29.5833,150.37,NSW
54142,54,WOODSREEF (THE JUNGLE),1958,1982,-30.3667,150.8167,NSW
54143,54,YETMAN OLD GAUGE (MACINTYRE RIVER),1904,2010,-28.9028,150.78,NSW
54144,54,BINGARA BRIDGE (GWYDIR RIVER),1910,..,-29.865,150.5767,NSW
54145,54,ASHFORD (SEVERN RIVER),1933,..,-29.3,151.1167,NSW
54146,54,HAYSTACK (BEARDY RIVER),1934,..,-29.2333,151.3833,NSW
54147,54,WALLANGRA (MACINTYRE RIVER),1936,..,-29.2667,150.9,NSW
54148,54,CARODA (HORTON RIVER),1971,..,-30.0197,150.3683,NSW
54149,54,NARRABRI (MURRUMBILLA),1996,..,-30.1878,149.8641,NSW
54150,54,WARIALDA (WARIALDA CREEK),1972,2018,-29.5483,150.55,NSW
54151,54,NARRABRI (MT KAPUTAR NATIONAL PARK),1981,..,-30.2838,150.1666,NSW
54152,54,NARRABRI (NARRABRI CREEK),1892,..,-30.3267,149.78,NSW
54153,54,CARODA (PALEROO),1954,..,-30.1186,150.13,NSW
54154,54,CROPPA CREEK (BUCKIE),1912,1917,-29.1167,150.2667,NSW
54155,54,BONSHAW (DUMARESQ RIVER),1934,..,-29,151.2833,NSW
54156,54,HOLDFAST (MACINTYRE RIVER),1950,..,-28.8,150.7333,NSW
54157,54,BONSHAW (GLENROCK),1985,1989,-29.2167,151.3833,NSW
54158,54,INVERELL (ROSENEATH),1891,1909,-29.7833,150.9667,NSW
54159,54,BUKKULLA (ASHFORD ROAD),1986,2013,-29.5005,151.128,NSW
54160,54,BONSHAW (CORNVALE),1989,..,-29.1199,151.2942,NSW
54161,54,FRASERS CREEK (LLANARTH),1993,..,-29.1857,151.156,NSW
55000,55,ATTUNGA (GARTHOWEN),1903,..,-30.9113,150.8579,NSW
55001,55,ATTUNGA (WARRAWILLA),1947,1973,-30.9333,150.8833,NSW
55002,55,MULLALEY (BANDO),1883,..,-31.2342,149.8345,NSW
55003,55,SOMERTON (BECTIVE ESTATE),1882,..,-30.9702,150.7354,NSW
55004,55,BENDEMEER (CAROLINE ST),1879,2015,-30.8833,151.1546,NSW
55005,55,BLACK CREEK,1915,1956,-31.65,150.2,NSW
55006,55,BLACKVILLE POST OFFICE,1879,..,-31.6405,150.2356,NSW
55007,55,BOGGABRI POST OFFICE,1884,..,-30.7056,150.0458,NSW
55008,55,BREEZA (MAIN STREET),1883,2015,-31.2475,150.4632,NSW
55009,55,BROWN RIDGE,1924,1958,-31.6,150.4,NSW
55010,55,CASTLE MOUNTAIN,1892,1953,-31.5,150.7,NSW
55011,55,SOMERTON (GIRRAWEENA),1936,2001,-30.9094,150.6614,NSW
55012,55,UPPER MOULES CREEK AREA (COOLAH),1928,1941,-30.5,150.3,NSW
55013,55,CUERINDI,1888,1953,-30.7,150.8,NSW
55014,55,CURLEWIS POST OFFICE,1904,..,-31.117,150.2681,NSW
55015,55,CURRABUBULA,1895,1953,-31.3,150.7,NSW
55016,55,DANGLEMAH (RUTHERGLEN),1945,..,-30.9963,151.2292,NSW
55017,55,PREMER (EDEN MOOR),1887,..,-31.5711,149.7762,NSW
55018,55,MULLALEY (GARRAWILLA),1884,..,-31.1711,149.6456,NSW
55019,55,WALLABADAH (GASPARD),1900,1988,-31.4833,150.8333,NSW
55020,55,BOGGABRI (GHOOLENDAADI),1869,1975,-30.8333,149.9167,NSW
55021,55,MULLALEY (GOOLHI),1877,1980,-31.0167,149.7333,NSW
55022,55,MOORE CREEK (ELIZABETH DRIVE),1999,2016,-31.0127,150.9545,NSW
55023,55,GUNNEDAH POOL,1876,..,-30.9841,150.254,NSW
55024,55,GUNNEDAH RESOURCE CENTRE,1948,..,-31.0261,150.2687,NSW
55025,55,WILLOW TREE (HIGHLANDS),1915,..,-31.7927,150.6729,NSW
55026,55,WILLOW TREE (YARRABAH),1916,..,-31.8,150.6,NSW
55027,55,WILLOW TREE (JACKS CREEK NO3),1922,1965,-31.7,150.5,NSW
55028,55,KICKERBELL,1886,1972,-31.55,150.35,NSW
55029,55,CURLEWIS (LIGNUM),1950,1984,-31.2667,150.1,NSW
55030,55,LIMBRI POST OFFICE,1917,1986,-31.0333,151.15,NSW
55031,55,MANILLA POST OFFICE,1883,2018,-30.7469,150.721,NSW
55032,55,MARY VALE,1926,1948,-31,151.1,NSW
55033,55,BOGGABRI (MAYFIELD),1934,1986,-30.6167,150.25,NSW
55034,55,BOGGABRI (MILCHENGOWRIE),1887,2013,-30.7451,150.0548,NSW
55035,55,MILLERS CREEK,1892,1970,-31.8,150.5167,NSW
55036,55,CAROONA (WEST MOOKI),1925,2007,-31.4135,150.4234,NSW
55037,55,PINE RIDGE (MOOKI SPRINGS),1886,2012,-31.5077,150.3986,NSW
55038,55,MULLALEY POST OFFICE,1899,..,-31.0976,149.9114,NSW
55039,55,SPRING RIDGE,1922,2014,-31.3946,150.2488,NSW
55040,55,NORMANSTONE WELL,1895,1950,-31,150.1,NSW
55041,55,NUNDLE POST OFFICE,1890,..,-31.4605,151.1275,NSW
55042,55,OAKVALE,1927,1948,-30.5,150.7,NSW
