Site,Dist,Site name,Start,End,Lat,Lon,STA
5068,5,BULLARA,1957,..,-22.6811,114.0394,WA
5069,5,PANNAWONICA,1971,..,-21.6392,116.3308,WA
5070,5,ROBE,1972,..,-21.3567,115.8208,WA
5071,5,PINDRAL OUTCAMP,1972,..,-21.3444,115.9356,WA
5072,5,TOM PRICE,1972,2011,-22.6967,117.7703,WA
5073,5,HOOLEY,1972,..,-21.8836,118.2217,WA
5074,5,MARANDOO,1974,1997,-22.6344,118.1119,WA
5075,5,NAVY ALPHA,1974,1976,-21.8222,114.1714,WA
5076,5,TOM PRICE AERO,1976,1996,-22.745,117.6656,WA
5077,5,EXMOUTH EMERGENCY SERVICE,1976,1980,-21.9325,114.1111,WA
5078,5,URALA,1977,..,-21.7666,114.8211,WA
5079,5,THEVENARD ISLAND,1978,1997,-21.4625,115.0194,WA
5080,5,CAPE RANGE,1978,..,-22.1033,113.9997,WA
5081,5,DAMPIER RADAR,1986,..,-20.6544,116.6822,WA
5082,5,ERAMURRA POOL,1987,..,-21.0544,116.2575,WA
5083,5,KARRATHA WATER RESOURCES,1974,1996,-20.7692,116.8603,WA
5084,5,THEVENARD ISLAND,1989,..,-21.4609,115.0188,WA
5085,5,ROCKLEA,1990,..,-22.8853,117.4464,WA
5086,5,FORTESCUE ROAD HOUSE,1992,2008,-21.2947,116.1383,WA
5087,5,MILLSTREAM CWS PUMPING STATION,1972,1985,-21.5833,117.05,WA
5088,5,MULYERING,1992,..,-21.2475,116.0733,WA
5089,5,PACKSADDLE CAMP,1989,2002,-22.9003,118.7031,WA
5090,5,MOUNT MINNIE,1997,..,-21.9711,115.4324,WA
5091,5,DAMPIER  H.I.,1997,1998,-20.6561,116.7233,WA
5092,5,LEARMONTH MILOS AWS COMPARISON,1998,2001,-22.2367,114.0869,WA
5093,5,AUSKI MUNJINA ROADHOUSE,1998,..,-22.3767,118.6886,WA
5094,5,BARROW ISLAND AIRPORT,1998,..,-20.874,115.4066,WA
5095,5,CHEELA PLAINS,2002,..,-22.9367,116.9731,WA
5096,6,POINT MURAT NAVY PIER,2007,..,-21.8167,114.191,WA
5097,5,LEARMONTH SOLAR OBSERVATORY,2013,..,-22.2183,114.1031,NSW
5098,5,KARIJINI NORTH,2018,..,-22.2999,118.4498,WA
6000,6,BIDGEMIA,1887,..,-25.0417,115.3092,WA
6001,6,BILLABALONG,1901,..,-27.4231,115.8347,WA
6002,6,BINTHALYA,1904,1979,-24.685,114.8358,WA
6003,6,BOOLATHANA,1897,..,-24.6525,113.6936,WA
6004,6,BOOLOGOORO,1904,1982,-24.3333,114.0242,WA
6005,6,BRICKHOUSE,1903,..,-24.8208,113.7853,WA
6006,6,BULLARDOO,1910,1985,-27.855,115.6733,WA
6007,6,TALISKER,1998,2004,-26.2739,115.2578,WA
6008,6,CALLAGIDDY STATION,1910,..,-25.0481,114.0294,WA
6009,6,CARDABIA,1913,..,-23.1044,113.8038,WA
6010,6,CAREY DOWNS,1910,..,-25.6114,115.4625,WA
6011,6,CARNARVON AIRPORT,1945,..,-24.8878,113.67,WA
6012,6,CARRARANG,1894,2000,-26.4628,113.505,WA
6013,6,COBURN STATION,1946,2010,-26.6972,114.3181,WA
6014,6,COOKERABINGIE,1929,1955,-23.5,114.1,WA
6015,6,COORALYA,1891,..,-24.4453,114.0779,WA
6016,6,CORDALIA,1931,1949,-23.3,114.7,WA
6017,6,DAIRY CREEK,1900,..,-25.2786,115.8633,WA
6018,6,DIRK HARTOG ISLAND,1893,1948,-26.0333,113.2167,WA
6019,6,DOORAWARRAH,1897,..,-24.806,114.431,WA
6020,6,EDAGGEE,1915,..,-25.36,114.2292,WA
6021,6,EUDAMULLAH,1928,..,-24.4508,115.6072,WA
6022,6,GASCOYNE JUNCTION,1907,..,-25.0544,115.21,WA
6023,6,GNARALOO,1912,..,-23.8222,113.5256,WA
6024,6,GOOMBARDIE,1929,1954,-24.6667,114.35,WA
6025,6,HAMELIN POOL,1885,..,-26.3994,114.1658,WA
6026,6,HAMELIN STATION,1926,..,-26.4278,114.1916,WA
6027,6,JIMBA JIMBA,1888,..,-25.0442,115.1331,WA
6028,6,THE OVERLANDER,1959,1970,-26.4,114.4667,WA
6029,6,LYNDON,1898,..,-23.6361,115.2461,WA
6030,6,LYONS RIVER,1906,..,-24.6314,115.3383,WA
6031,6,MANGAROON,1906,1981,-23.915,115.6183,WA
6032,6,MARDATHUNA,1918,..,-24.4733,114.5553,WA
6033,6,MAROONAH,1896,..,-23.4796,115.5478,WA
6034,6,MARRON,1911,..,-25.3656,114.3594,WA
6035,6,MEADOW STATION,1932,1985,-26.7025,114.6183,WA
6036,6,MEEDO,1899,..,-25.6631,114.6261,WA
6037,6,MERLINLEIGH,1925,1982,-24.3142,115.1892,WA
6038,6,MIA MIA,1903,..,-23.3817,114.4375,WA
6039,6,MINILYA,1901,..,-23.8497,113.9714,WA
6040,6,MINNIE CREEK,1900,..,-24.0306,115.6967,WA
6041,6,MOOGOOREE,1920,1981,-24.0633,115.205,WA
6042,6,MOUNT SANDIMAN,1947,2003,-24.4117,115.3958,WA
6043,6,NEW FOREST,1900,1987,-27.37,115.6517,WA
6044,6,DENHAM,1893,..,-25.9265,113.5325,WA
6045,6,TAMALA,1900,..,-26.6969,113.7158,WA
6046,6,TOWERA,1892,2000,-23.1747,115.1194,WA
6047,6,TOWRANA,1914,1995,-25.405,115.2267,WA
6048,6,TWIN PEAKS,1903,2011,-27.3853,115.9664,WA
6049,6,WAIL,1906,1944,-27.1,115.5,WA
6050,6,WANDAGEE,1890,..,-23.7647,114.5539,WA
6051,6,WANDINA,1945,2007,-27.9864,115.6306,WA
6052,6,WILLIAMBURY,1888,..,-23.8608,115.1475,WA
6053,6,WINDERIE,1909,..,-25.3021,115.1164,WA
6054,6,WOODLEIGH,1926,..,-26.0511,114.7542,WA
6055,6,WOOLGORONG,1904,..,-27.7456,115.8286,WA
6056,6,WOORAMEL,1898,..,-25.74,114.2847,WA
6057,6,YALBALGO,1909,..,-25.1883,114.68,WA
6058,6,YALLALONG,1904,..,-27.4278,115.5147,WA
6059,6,YARINGA STATION,1923,..,-25.9436,114.3222,WA
6060,6,CARBLA STATION,1913,..,-26.2011,114.2869,WA
6061,6,MEERAGOOLIA,1947,2011,-24.9017,114.2164,WA
6062,6,CARNARVON POST OFFICE,1883,1951,-24.885,113.6569,WA
6063,6,COOLCALALYA,1929,1943,-27.5167,115.05,WA
6064,6,MOOGOOREE O.S.,1930,1947,-24.2167,115.3833,WA
6065,6,PLEAIDES,1929,1954,-23.4,114.7,WA
6066,6,WINNING,1898,..,-23.1567,114.5403,WA
6067,6,MIA MIA 2 SUB BORE,1953,1955,-23.5,114.0167,WA
6068,6,WAHROONGA,1953,..,-25.4906,114.3981,WA
6069,6,MOUNT NARRYER,1900,..,-26.5903,115.9267,WA
6070,6,HILL SPRINGS,1949,..,-24.3058,114.5003,WA
6071,6,MUGGON,1932,2018,-26.6167,115.5467,WA
6072,6,EMU CREEK STATION,1898,..,-23.0314,115.0414,WA
6073,6,BERNIER ISLAND,1901,1918,-24.8333,113.3,WA
6074,6,MILLIE MILLIE,1889,1897,-24.8667,114.5833,WA
6075,6,BOODALIA,1921,1934,-25.2,113.9,WA
6076,6,BOOLAGOORDA,1912,1919,-26.3,114.25,WA
6077,6,BOUNDARY STORE,1918,1928,-25.3,115.6,WA
6078,6,CALLATHARRA,1928,1939,-25.8,115.1,WA
6079,6,ELLA VALLA,1907,2005,-25.0881,114.3836,WA
6080,6,NANGA,1963,1996,-26.2564,113.8064,WA
6081,6,NILEMAH,1915,1931,-26.4,114.05,WA
6082,6,POINT CHARLES,1906,1930,-24.5,113.5,WA
6083,6,SHAWS TANK,1922,1942,-24.3,113.8,WA
6084,6,WARROORA,1909,..,-23.4836,113.7926,WA
6085,6,YALOBIA,1894,1940,-24.2,114.1,WA
6086,6,MINGENEW WELL,1895,1899,-25.2333,115.6333,WA
6087,6,BRICKHOUSE WOOLSHED,1966,1977,-24.8167,113.8333,WA
6088,6,COORALYA O.S.,1929,1931,-24.4333,114.2667,WA
6089,6,CAPE FARQUHAR,1913,1920,-23.6333,113.6167,WA
6090,6,MEEBERRIE,1920,1994,-26.96,115.9733,WA
6091,6,MEARABUNDIE,1906,1910,-25.9667,115.9833,WA
6092,6,BILLABONG ASA,1969,..,-26.8156,114.6133,WA
6093,6,MINILYA BRIDGE,1972,1987,-23.81,114.0083,WA
6094,6,CAPE CUVIER,1971,1975,-24.2167,113.3833,WA
6095,6,QUOBBA,1952,..,-24.3967,113.4056,WA
6096,6,DOORAWARRAH O.S.,1929,1930,-25.0167,114.2833,WA
6097,6,USELESS LOOP,1982,..,-26.1203,113.3975,WA
6098,6,WEEDARRAH,1985,..,-25.028,115.862,WA
6099,6,MURCHISON,1987,..,-26.8956,115.9567,WA
6100,6,COOLCALALAYA,1985,2013,-27.525,115.0569,WA
6101,6,YALARDY,1988,2000,-26.0983,115.2444,WA
6102,6,STEEP POINT,1996,..,-26.1764,113.2149,WA
6103,6,MIDDALYA,1911,..,-23.9064,114.7681,WA
6104,6,MINNIE CREEK AIRSTRIP,2011,..,-24.0297,115.6894,WA
6105,6,SHARK BAY AIRPORT,2000,..,-25.8925,113.5772,WA
6106,6,MOOLOO DOWNS,1925,..,-25.037,115.994,WA
6107,6,FAR END PLANTATION,2005,2009,-24.8128,113.7925,WA
6108,6,CAPE CUVIER WHARF,2008,..,-24.2201,113.3975,WA
6109,6,GNARALOO - 3 MILE CAMP,2010,..,-23.8761,113.4972,WA
6110,6,RED BLUFF,2010,..,-24.0305,113.4509,WA
6111,6,WINDERIE AIRSTRIP,2011,..,-25.3097,115.145,WA
6112,6,LYONS RIVER AIRSTRIP,2011,..,-24.62,115.3347,WA
6113,6,BULLARDOO TBRG,2019,..,-27.8556,115.6716,WA
7000,07A,BARNONG,1902,2012,-28.6294,116.2814,WA
7001,07A,BEEBYN,1910,..,-26.9683,117.9031,WA
7002,07A,BELELE,1899,2006,-26.3611,118.0283,WA
7003,07A,BERINGARRA,1883,..,-26.0417,116.9528,WA
7004,07A,BIG BELL,1939,1954,-27.35,117.6667,WA
7005,07A,BOODANOO,1910,1949,-28.3,117.9,WA
7006,07A,BOOGARDIE,1910,..,-28.0411,117.6703,WA
7007,07A,BOOLARDY,1891,..,-26.9839,116.5353,WA
7008,7,BRYAH,1919,..,-25.5059,118.7983,WA
7009,07A,BULLARA,1911,1974,-27.4833,117.3,WA
7010,07A,BUNNAWARRA,1912,2013,-28.6058,116.5719,WA
7011,07A,BURNERBINMAH,1902,2016,-28.7839,117.3625,WA
7012,07A,BUTTAH,1918,1998,-26.1297,118.4853,WA
7013,07A,COGLA DOWNS NATTE,1912,1947,-27.25,118.3333,WA
7014,07A,COODARDY,1898,..,-27.2528,117.6522,WA
7015,07A,COODARDY YENTON,1927,1955,-27.3,117.25,WA
7016,07A,COODINGNOW,1905,1961,-29.3667,117.7,WA
7017,07A,CUE,1894,..,-27.425,117.8936,WA
7018,07A,CULLCULLI,1916,1988,-27.0392,118.365,WA
7019,7,BULLOO DOWNS,1917,..,-24.0019,119.5725,WA
7020,07A,ANNEAN,1887,2009,-26.8764,118.1731,WA
7021,07A,AUSTIN DOWNS,1907,2004,-27.3839,117.7453,WA
7022,07A,DAY DAWN,1896,1955,-27.4667,117.85,WA
7023,7,DOOLGUNNA,1929,..,-25.6864,119.2258,WA
7024,07A,EDAH,1937,..,-28.2731,117.1544,WA
7025,7,WANNA,1929,2002,-23.9214,116.5594,WA
7026,07A,FOUR CORNERS,1920,1973,-26.45,118.2,WA
7027,07A,GABYON,1888,..,-28.2494,116.34,WA
7028,7,WANNA,1946,..,-24.0469,116.2181,WA
7029,7,GLENBURGH,1908,1948,-25.4333,116.1167,WA
7030,07A,JUDAL STATION,1921,..,-26.1142,117.5047,WA
7031,07A,HILLVIEW,1917,..,-26.9033,118.8361,WA
7032,07A,ILLGIDDY,1925,1981,-27.6292,117.4867,WA
7033,07A,ILLGARARIE,1924,..,-24.3444,119.5808,WA
7034,07A,JINGEMARRA,1923,..,-27.7444,116.7439,WA
7035,07A,KALLI,1921,1995,-26.8936,117.1211,WA
7036,07A,KILLARA,1925,1998,-26.3475,118.9583,WA
7037,07A,KIRKALOCKA,1910,..,-28.5564,117.7803,WA
7038,07A,KOONMARRA,1927,..,-26.275,117.7842,WA
7039,07A,LAKE AUSTIN,1898,1963,-27.6,117.9,WA
7040,07A,LAKESIDE,1915,1981,-27.5958,117.75,WA
7041,7,LANDOR,1902,..,-25.1303,116.9047,WA
7042,07A,MADOONGA,1926,2016,-26.9367,117.5928,WA
7043,07A,MANFRED,1899,2018,-26.4458,116.5467,WA
7044,07A,MARLOO,1912,1948,-28.3,116.2,WA
7045,07A,MEEKATHARRA AIRPORT,1944,..,-26.6136,118.5372,WA
7046,07A,MEEKATHARRA POST OFFICE,1908,1988,-26.5933,118.4883,WA
7047,07A,MEELINE STATION,1923,..,-28.4467,118.2678,WA
7048,07A,MEKA STATION,1900,..,-27.4222,116.825,WA
7049,07A,MILEURA,1899,..,-26.3736,117.3339,WA
7050,7,MILGUN,1916,..,-25.0942,118.2983,WA
7051,07A,MINGAH,1919,1951,-24.95,118.7133,WA
7052,7,MOORARIE,1889,..,-25.9214,117.6,WA
7053,7,MOUNT AUGUSTUS,1901,..,-24.3086,116.9111,WA
7054,07A,MOUNT FARMER,1927,..,-27.8794,117.5506,WA
7055,7,MOUNT GOULD,1893,..,-25.8058,117.3905,WA
7056,7,MOUNT JAMES,1930,1980,-24.8567,116.895,WA
7057,07A,MOUNT MAGNET,1894,2014,-28.0617,117.8506,WA
7058,7,MOUNT PHILLIP,1902,..,-24.4,116.3078,WA
7059,7,MOUNT VERNON,1939,..,-24.2297,118.2408,WA
7060,07A,MOUNT WITTENOOM,1900,..,-27.4189,116.6897,WA
7061,7,MULGUL,1925,1986,-24.8333,118.4717,WA
7062,7,MUNDIWINDI,1915,1981,-23.7942,120.2442,WA
7063,07A,MURALGARRA,1904,2019,-28.5253,117.0344,WA
7064,07A,MURGOO,1889,..,-27.3636,116.4261,WA
7065,07A,NALBARRA,1906,..,-28.6519,117.6083,WA
7066,07A,NANNINE,1894,1955,-26.9,118.4,WA
7067,07A,NARNDEE,1921,..,-28.9467,118.1857,WA
7068,07A,NINGHAN STATION,1905,..,-29.425,117.2906,WA
7069,07A,NOONGAL,1913,2002,-28.1233,116.8294,WA
7070,7,PEAK HILL,1898,2000,-25.6381,118.7131,WA
7071,07A,PINDATHUNA,1905,..,-28.0531,116.6514,WA
7072,07A,PULLAGAROO,1921,..,-29.1886,117.9222,WA
7073,07A,RPF 126 MILE,1905,1955,-29.55,118.5,WA
7074,07A,DROMEDARY HILLS,1905,1936,-29.0167,118.45,WA
7075,07A,RPF 180 MILE,1910,1948,-26.85,118.7,WA
7076,07A,RPF 206 MILE,1905,1952,-27.95,118.6,WA
7077,07A,REEDY,1937,1949,-27.15,118.25,WA
7078,07A,SHERWOOD,1925,..,-26.5593,118.5423,WA
7079,7,SYLVANIA,1950,..,-23.5867,120.0517,WA
7080,7,THREE RIVERS,1907,..,-25.1256,119.1514,WA
7081,07A,THUNDELARRA,1906,..,-28.8928,117.1333,WA
7082,07A,TUCKANARRA,1900,..,-27.1192,118.0842,WA
7083,7,TUREE CREEK,1920,..,-23.6239,118.6561,WA
7084,7,ULLAWARRA,1895,2008,-23.48,116.1108,WA
7085,07A,WANARIE,1916,2002,-27.8336,117.8792,WA
7086,7,WANDARY,1902,1943,-25.7,118,WA
7087,07A,WINDSOR,1920,2008,-28.0097,118.5753,WA
7088,07A,WOOGALONG,1923,1987,-27.8058,116.5692,WA
7089,07A,WOOLEEN,1895,..,-27.0878,116.1606,WA
7090,07A,WYDGEE,1904,..,-28.8439,117.8311,WA
7091,07A,YALGOO,1896,..,-28.3386,116.6825,WA
7092,07A,YANDIL,1903,1984,-26.3608,119.8233,WA
7093,7,YARLERWEELOR,1924,..,-25.5786,117.9933,WA
7094,7,YINNETHARRA,1961,..,-24.651,116.165,WA
7095,07A,YOWERAGABBIE,1898,..,-28.2322,117.6556,WA
7096,07A,YUIN,1898,..,-27.9808,116.0347,WA
7097,07A,WONDINONG,1909,..,-27.8608,118.4183,WA
7098,07A,COONATHAGO O.S.,1947,1976,-28.8,117.6,WA
7099,07A,YARRABUBBA,1914,..,-27.1308,118.7803,WA
7100,7,MOUNT PADBURY,1902,..,-25.6933,118.0803,WA
7101,07A,MUNARRA,1921,..,-26.2822,118.6933,WA
7102,7,MURRAMUNDA,1915,1949,-23.5,120.5,WA
7103,7,NEDS CREEK,1947,..,-25.48,119.6492,WA
7104,7,PINGANDY,2000,..,-23.9958,117.5225,WA
7105,7,WOODLANDS,1955,..,-24.8083,118.1105,WA
7106,07A,WURARGA,1902,1983,-28.415,116.2833,WA
7107,07A,NOONDIE 2,1914,2000,-27.1178,117.1175,WA
7108,07A,WINDIMURRA,1962,1980,-28.325,118.545,WA
7109,07A,PAYNES FIND,1919,1974,-29.25,117.6667,WA
7110,07A,LENNONVILLE,1900,1973,-27.95,117.8667,WA
7111,7,COBRA STATION,1898,2005,-24.2008,116.475,WA
7112,07A,BUNGALOW,1906,1914,-26.0667,118.6667,WA
7113,7,ERRIVILLA,1893,1903,-25.3333,117.25,WA
7114,07A,WEARAGAMINDA,1906,1930,-28.4833,116.55,WA
7115,07A,WOOLARA,1915,1930,-28,118,WA
7116,07A,RPF 375,1910,1931,-26.4,119.8,WA
7117,07A,YARRA YARRA,1897,1909,-26.1667,116.25,WA
7118,07A,ABBOTTS,1898,1913,-26.4,118.4,WA
7119,7,ASHBURTON DOWNS,1920,..,-23.3856,117.0322,WA
7120,07A,BADGA,1909,1925,-28.6,116.8,WA
7121,7,BALD HILL,1935,1945,-24.7,119.75,WA
7122,07A,BUNGAR,1925,1939,-29.45,118.45,WA
7123,07A,COGLA DOWNS,1936,2002,-27.4375,118.9292,WA
7124,7,DALGETY DOWNS,1908,..,-25.2806,116.2083,WA
7125,07A,FIELDS FIND,1898,1935,-29,117.3,WA
7126,07A,GULLEWA POST OFFICE,1897,1920,-28.7,116.3,WA
7127,07A,GULLEWA HOUSE,1905,1924,-28.6,116.3,WA
7128,07A,GUM CREEK,1903,1918,-26.9,119.25,WA
7129,07A,MELANGATA,1910,..,-27.8036,116.8857,WA
7130,07A,MILLY MILLY,1899,..,-26.0747,116.6942,WA
7131,07A,MINDOOLAH,1907,1924,-26.95,117.5,WA
7132,7,MOUNT CLERE,1921,..,-25.0964,117.5922,WA
7133,7,MOUNT EDGERTON,1914,1921,-24.95,117.75,WA
7134,07A,MURCHISON DOWNS,1914,..,-26.795,118.9842,WA
7135,07A,MURRUM STATION,1900,..,-28.2747,117.3919,WA
7136,07A,LAKE VIEW DOWNS,1915,1929,-27.2,118,WA
7137,07A,NOOKAWARRA,1885,2010,-26.3028,116.8789,WA
7138,07A,NICHOLSON DOWNS,1914,1921,-27.1,117.1,WA
7139,07A,PAYNES FIND,1919,..,-29.2708,117.6836,WA
7140,07A,RPF TWO 64 MILE,1910,1935,-27.65,117.6,WA
7141,07A,ROTHESAY,1898,1906,-29.3,116.9,WA
7142,7,CASHMANS,2004,2010,-25.9697,118.6233,WA
7143,07A,WAGGA WAGGA,1903,1926,-28.5,116.5,WA
7144,07A,WARRIDAH,1918,1928,-29,117,WA
7145,07A,WARRIEDAR,1917,1933,-29.1,117,WA
7146,07A,WOGARNO,1911,..,-28.3831,117.6817,WA
7147,07A,YARRAQUIN,1916,1944,-27.55,118.0167,WA
7148,07A,YEDDERADDA,1907,1913,-26.25,116.6,WA
7149,07A,MEEKATHARRA,1964,..,-26.5942,118.4883,WA
7150,07A,MURRALEE,1965,1981,-27.6467,117.8592,WA
7151,7,NEWMAN,1965,2003,-23.3683,119.7314,WA
7152,7,KUMARINA,1966,..,-24.75,119.6056,WA
7153,7,PRAIRIE DOWNS,1968,..,-23.5531,119.1478,WA
7154,07A,WYNYANGOO,1912,..,-27.9369,118.1889,WA
7155,07A,KARALUNDI,1968,1979,-26.1317,118.6833,WA
7156,07A,TARDIE STATION,1968,..,-27.9578,116.3383,WA
7157,07A,DALGARANGA,1913,2015,-27.7744,117.0156,WA
7158,07A,INGLEWOOD,1968,1972,-27.6167,118.9333,WA
7159,07A,YARRAQUIN,1967,..,-27.5481,118.2182,WA
7160,07A,PAROO,1968,..,-26.2628,119.7639,WA
7161,7,ERRABIDDY,1969,..,-25.4628,117.1364,WA
7162,7,MOUNT SEABROOK,1926,..,-25.5986,117.7325,WA
7163,7,OLD MOUNT PADBURY,1969,1976,-25.6833,118.1,WA
7164,7,EDMUND,1907,..,-23.7633,116.1206,WA
7165,7,MINGAH SPRINGS,1969,..,-24.9483,118.7147,WA
7166,07A,JOHARDO,1911,1916,-28.35,116.55,WA
7167,07A,RPF TWO 115 MILE,1911,1914,-28.15,116.6167,WA
7168,07A,OUDABUNNA,1921,2007,-29.0675,117.7572,WA
7169,7,RHODES RIDGE,1971,2011,-23.1017,119.3678,WA
7170,7,YIRRIGULLY,1909,1913,-23.2167,116.5,WA
7171,07A,RPF 40 MILE,1915,1920,-28.5167,116.6333,WA
7172,7,MINDEROO,1913,1931,-23.4,119.7833,WA
7173,07A,GNOWS NEST,1923,1927,-28.5833,116.8667,WA
7174,07A,GOLDEN GROVE,1907,1910,-28.7,116.9333,WA
7175,07A,GARDEN GULLY,1914,1917,-26.4667,118.4667,WA
7176,7,NEWMAN AERO,1971,..,-23.4167,119.7992,WA
7177,7,MININER,1964,..,-23.6042,117.6892,WA
7178,7,PARABURDOO,1971,1997,-23.2028,117.6692,WA
7179,7,TANGADEE,1960,..,-24.4114,118.9408,WA
7180,7,MARYMIA,1972,..,-25.0386,120.0064,WA
7181,7,WEELARRANA,1972,..,-22.9789,120.01,WA
7182,7,MOUNT PUCKFORD,1973,1974,-25.1333,116.4833,WA
7183,7,SPRING CAMP,1973,1974,-24.9,116.55,WA
7184,07A,MOUNT MAGNET AERO,1973,1984,-28.1183,117.83,WA
7185,7,PARABURDOO AERO,1974,..,-23.1726,117.7493,WA
7186,7,ERONG,1969,2003,-25.565,116.6653,WA
7187,07A,MOOLA EAST,1974,1975,-28.2,118.0333,WA
7188,07A,MILGOO PEAK,1912,1912,-28.85,118.1333,WA
7189,07A,DIAMOND WELL,1974,1981,-26.19,119.5317,WA
7190,07A,MARANALGO,1974,..,-29.3892,117.8297,WA
7191,7,CAPRICORN ROADHOUSE,1975,2008,-23.4531,119.7994,WA
7192,07A,NALLAN,1975,..,-27.3158,117.9719,WA
7193,07A,GLEN STATION,1982,..,-27.0497,117.65,WA
7194,07A,YOUNO DOWNS,1983,..,-27.0722,119.2522,WA
7195,07A,BYRO,1898,..,-26.0794,116.1539,WA
7196,7,YUNDA STATION,1983,2002,-25.7361,116.9181,WA
7197,07A,CHALLA,1896,..,-28.2813,118.3106,WA
7198,07A,EAROO,1929,1940,-29.5,118.5,WA
7199,7,PLUTONIC (PLANT SITE),1991,2015,-25.3106,119.4481,WA
7200,07A,REEDY,1988,1999,-27.1242,118.2714,WA
7201,7,WALDBURG,1989,2000,-24.7428,117.3583,WA
7202,07A,GABANINTHA,1899,1994,-26.9183,118.6406,WA
7203,07A,PINDABUNNA,1993,2001,-29.3353,118.1022,WA
7204,07A,MEEKATHARRA MILOS AWS COMPARISON,1998,2001,-26.6131,118.5367,WA
7205,7,MOUNT AUGUSTUS RESORT,2000,2003,-24.3075,116.9094,WA
7206,7,BURRINGURRAH,2012,2018,-24.6522,116.9281,WA
7207,7,LANDOR AIRSTRIP,2011,..,-25.1283,116.9369,WA
7208,7,MOUNT AUGUSTUS AIRSTRIP,2011,..,-24.3075,116.9094,WA
7209,7,COBRA AIRSTRIP,2011,..,-24.1994,116.4814,WA
7210,7,BURRINGURRAH AIRSTRIP,2011,..,-24.6347,116.9472,WA
7211,7,DALGETY DOWNS AIRSTRIP,2011,..,-25.2694,116.2211,WA
7212,7,GINGINJIBBY,2017,..,-24.6141,117.653,WA
7300,7,TEN SIXTY SIX,1998,..,-24.1847,119.7175,WA
7500,07A,INNOUENDY,2004,..,-25.6939,116.5381,WA
7501,7A,NARLOO,2019,..,-27.8764,116.2616,WA
7502,7A,GREENOUGH RVR TBRG @ YUIN,2019,..,-27.9791,116.0348,WA
7600,07A,MOUNT MAGNET AERO,1995,..,-28.1156,117.8425,WA
8000,8,AJANA,1917,..,-27.9607,114.6336,WA
8001,8,BALLA,1926,2002,-28.0603,114.9461,WA
8002,8,BALLIDU,1910,..,-30.5967,116.7714,WA
8003,8,BALLIDU EAST,1930,1984,-30.5922,116.9194,WA
8004,8,BALLINE,1930,..,-28.0058,114.2206,WA
8005,8,BARBERTON,1911,..,-30.7294,116.02,WA
8006,8,BELLARANGA,1932,1969,-29.3333,115.5,WA
8007,8,PINDAWA,1958,..,-28.8956,115.8106,WA
8008,8,BERKSHIRE VALLEY,1907,..,-30.5831,116.135,WA
8009,8,BINDI BINDI EAST,1929,..,-30.6286,116.3861,WA
8010,8,BINNU,1929,..,-28.0422,114.6737,WA
8011,8,BLUFF POINT,1942,1979,-28.755,114.6133,WA
8012,8,BOWES,1931,1992,-28.38,114.6706,WA
8013,8,BOWGADA,1904,..,-29.3303,116.1433,WA
8014,8,DALWALLINU NORTH,1930,..,-30.2192,116.7783,WA
8015,8,BUNJIL,1940,1979,-29.575,116.4967,WA
8016,8,GLENFERRIE,1913,..,-30.445,117.0406,WA
8017,8,BUNTINE,1915,..,-29.9869,116.5711,WA
8018,8,BUNTINE EAST,1929,2010,-29.9331,116.7697,WA
8019,8,BUNYA BUNYA,1922,1986,-28.4375,115.1783,WA
8020,8,SHELLEYVALE,1951,2003,-28.9822,116.1683,WA
8021,8,SUNNYDALE,1956,..,-30.0425,116.6981,WA
8022,8,BALGERBINE,1959,..,-30.2911,116.3306,WA
8023,8,CANNA 1,1924,1973,-28.9,115.85,WA
8024,8,CANNA 2,1940,1960,-28.9,115.9,WA
8025,8,CARNAMAH,1887,..,-29.6886,115.8872,WA
8026,8,CARON,1915,1972,-29.5833,116.3167,WA
8027,8,PINDAR CHALLYMENDA,1929,1968,-28.5167,115.8,WA
8028,8,NABAWA,1905,..,-28.5008,114.7897,WA
8029,8,TIBRADDEN,1900,1970,-28.7517,114.9017,WA
8030,8,CHAPMAN EAST,1915,1947,-28.6,114.8,WA
8031,8,CLARE HILL,1912,1953,-28.4,114.8,WA
8032,8,BALMAHA,1930,1985,-29.0975,116.15,WA
8033,8,CLONTARF FARM,1929,2010,-28.7031,115.8172,WA
8034,8,COOARRA,1912,1959,-30.3,116.8,WA
8035,8,COOLANGATTA (1),1934,1946,-28.9,115.5,WA
8036,8,COOMBERDALE,1911,1997,-30.4644,116.0372,WA
8037,8,COOROW,1912,..,-29.8814,116.0229,WA
8038,8,MOORA WEST,1999,2015,-30.6392,115.9883,WA
8039,8,DALWALLINU COMPARISON,1912,2012,-30.2772,116.6619,WA
8040,8,DAMBORING,1936,1947,-30.2167,116.7,WA
8041,8,DARTMOOR,1927,2001,-27.9775,115.2103,WA
8042,8,YAMMA,1936,1987,-28.09,115.145,WA
8043,8,DINGLEY DELL,1912,1961,-29,116,WA
8044,8,DONGARA,1884,..,-29.2528,114.9306,WA
8045,8,DURAWAH,1909,1961,-28.55,114.9,WA
8046,8,DUNOLLY,1906,..,-30.9133,116.8092,WA
8047,8,FAIRFIELD,1919,..,-29.4711,115.8525,WA
8048,8,KARINGA,1912,1966,-29.3,116.2,WA
8049,8,GEORGINA,1933,1951,-28.8833,114.75,WA
8050,8,GERALDTON TOWN,1877,..,-28.7769,114.605,WA
8051,8,GERALDTON AIRPORT COMPARISON,1941,2014,-28.7953,114.6975,WA
